feature,pearson,gra,综合评分
3天累积日照时数,0.31306678119766834,0.6972085252767303,0.5051376532371993
当天日照时数,0.27645416487699914,0.7267738693226569,0.501614017099828
7天平均相对湿度,-0.3441444144840071,0.6269169294524539,0.4855306719682305
5天平均相对湿度,-0.38971888476784805,0.5768492958874349,0.4832840903276415
5天累积日照时数,0.299787841037958,0.6473288197217245,0.4735583303798413
3天平均相对湿度,-0.3749094536831345,0.542449181868312,0.45867931777572324
3天累积雨量,-0.21571419989573742,0.6912236278705309,0.45346891388313415
7天累积日照时数,0.28460810028787303,0.6039399457775827,0.4442740230327279
5天累积雨量,-0.1773577258397459,0.6775406378631487,0.4274491818514473
当天雨量,-0.12204561240284657,0.7270293209272188,0.4245374666650327
10天累积日照时数,0.24274346254202955,0.5942360845539,0.4184897735479648
当天相对湿度,-0.37572828273572506,0.4576293967875194,0.41667883976162223
3天累积降雨时数,-0.1823936781236846,0.6326665105118556,0.4075300943177701
7天累积雨量,-0.13698650454776387,0.6767663080072637,0.40687640627751376
5天累积降雨时数,-0.19301211384112038,0.6099540305260711,0.40148307218359575
7天累积降雨时数,-0.17057181664362192,0.6078193464959187,0.3891955815697703
10天累积降雨时数,-0.18614387588944964,0.5921809387277686,0.38916240730860907
10天平均相对湿度,-0.29225207914360635,0.47857893941655677,0.38541550928008156
当天降雨时数,-0.07975399525453777,0.684308975680724,0.3820314854676309
10天累积雨量,-0.08946489583803649,0.6543279724397636,0.37189643413890006
3天平均气温,-0.03785597494897581,0.611006356668023,0.32443116580849946
7天平均气温,-0.09016142858989629,0.5242165856436947,0.3071890071167955
5天平均气温,-0.08213671841402839,0.5213183026804621,0.3017275105472452
当天平均气温,-0.024683068178494468,0.5065721700349153,0.26562761910670485
10天平均气温,-0.016659910022346156,0.5130272573479473,0.2648435836851467
