feature,importance
10天累积雨量,0.26920517915431735
10天累积日照时数,0.19151584461065724
当天相对湿度,0.15665661015025567
5天累积日照时数,0.08640500316013808
3天累积降雨时数,0.07814834606418815
5天累积雨量,0.07057104821848492
当天降雨时数,0.06723334652520481
10天平均相对湿度,0.03910142781158594
3天累积日照时数,0.028991775192303233
当天平均气温,0.012171419112864646
7天平均相对湿度,0.0
3天平均相对湿度,0.0
5天平均相对湿度,0.0
5天平均气温,0.0
7天平均气温,0.0
3天平均气温,0.0
10天平均气温,0.0
7天累积雨量,0.0
5天累积降雨时数,0.0
当天雨量,0.0
3天累积雨量,0.0
当天日照时数,0.0
10天累积降雨时数,0.0
7天累积降雨时数,0.0
7天累积日照时数,0.0
